answer_leak_in_question,constants_mentioned_in_question,explicit_op_word_count,generation_cell,mean_gold_offered_position,n_offered,program_hash,question_skeleton,sample_id,tool_combo
0,1,1,G_4call_fan_in_variable_pla_00,6.25,11,1825a0e2de2a,a school tracks these figures for its yearbook. step #: convert # kilometers to meters. step #: round # to the nearest whole number. step #: find the absolute difference between the result of step # a,ttdf_e4e89fb61074,meters_from_km|whole_number_of|gap_between|compose_reference_code
0,1,1,G_2call_linear_tool_catalog_02,6.5,14,0a7c848bbf57,"to find the final value, first, round # down to a whole number, then average # and that result.",ttdf_00a9b63f9539,round_down_whole|midpoint_value
0,1,2,G_6pcall_fan_in_long_horizon_00,5.833333333333333,11,3c0b482b3d17,"first, round # up to the nearest whole number. next, divide # by that result. afterwards, square # and then find the average of # and that result. then, subtract that result from the result of step #.",ttdf_0613679509cc,round_up_whole|per_unit_value|self_product|midpoint_value|reduce_amount|exceeds_value
0,1,1,G_5call_fan_in_long_horizon_00,2.6,12,201339132a13,"first, add # and #. next, take the result and divide # by it. then, increase # by # percent. round the previous value down to the nearest whole number. finally, compute the result of step # percent of",ttdf_b56694488ef2,combine_amounts|split_evenly|grow_by_rate|round_down_whole|portion_by_rate
0,1,1,G_3call_fan_in_variable_pla_00,3.6666666666666665,12,1d2a36ceeb24,what do i get if i round # down to a whole number; add # and #; average the result of step # and that result? report only the final value.,ttdf_ca94c57fb5b6,round_down_whole|combine_amounts|midpoint_value
0,1,1,A_5call_fan_in_long_horizon_00,7.0,12,9b01c1d0833c,a warehouse audit produced these numbers. step #: subtract # from #. step #: decrease # by # percent. step #: compute how many whole times # fits into that result. step #: average the result of step #,ttdf_4518b2b9440b,difference_of_numbers|decrease_by_percent|whole_quotient|average_of_two|build_tag
0,1,0,A_6pcall_fan_in_long_horizon_00,4.833333333333333,10,2230eaa77589,a shop reviews its figures. step #: compute how many whole times # fits into #. step #: compute the ratio of # to that result. step #: round that result to # decimal places. step #: take the reciproca,ttdf_15f30b4bf2db,whole_quotient|ratio_of|round_to_decimals|inverse|decrease_by_percent|absolute_difference
0,1,1,A_2call_linear_continuation_03,2.0,8,d7901120faa8,a shop reviews its figures. step #: decrease # by # percent. step #: convert that result to text.,ttdf_494229fe9fca,decrease_by_percent|number_to_text
0,1,1,G_6pcall_fan_in_tool_catalog_01,7.666666666666667,18,c90ff2763b06,give me the result of this calculation: find the absolute difference between # and #; decrease # by # percent; subtract # from that result; find the absolute difference between # and that result; subt,ttdf_0352a123b4c5,gap_between|shrink_by_rate|remaining_after|gap_between|remaining_after|midpoint_value
0,1,1,G_5call_linear_long_horizon_00,2.8,9,29964d2c5177,"begin by counting the items [#, #, #, #]. then, multiply that result by #. then, raise that result by # percent. then, determine the absolute difference between # and that result. lastly, find # perce",ttdf_53085e019315,series_length|scale_quantity|grow_by_rate|gap_between|portion_by_rate
0,1,0,A_6pcall_linear_long_horizon_00,2.6666666666666665,9,dc100d76f6b2,"square #, then increase that result by # percent, and take # percent of the resultant. next, find the reciprocal of that value, then round it to the nearest whole number. finally, append the resulting",ttdf_4325d506688c,square_value|increase_by_percent|percentage_value|inverse|nearest_integer|append_to_values
0,1,0,A_3call_fan_in_variable_pla_00,5.0,10,f441bc88d9da,a delivery service reviews yesterday's log. step #: square #. step #: decrease # by # percent. step #: find the absolute difference between the result of step # and that result. report only the final ,ttdf_3ff5ed2826dc,square_value|decrease_by_percent|absolute_difference
0,1,0,A_6pcall_fan_in_tool_catalog_02,5.285714285714286,8,4bcf58102a91,"begin by summing # and #. add # to the previous value, then find # percent of #. next, compute # percent of that result. then, find the remainder of # divided by that result. after that, add # to that",ttdf_4b3dc624a4eb,sum_two_numbers|sum_two_numbers|percent_of|percent_of|modulo_of|sum_two_numbers|difference_of_numbers
0,1,3,A_6pcall_branch_aggregate_tool_catalog_00,8.833333333333334,18,d7c7ff628409,"your goal is to average the result of step #, the result of step #, and the value produced by those steps. to do this, first negate #, then find the ratio of # to the previous value, divide # by #, su",ttdf_fe5ae9b9a99a,negate|ratio_of|quotient_of|difference_of_numbers|multiply|mean_of_three
0,1,2,G_3call_fan_in_variable_pla_00,6.666666666666667,11,898753f3d920,"negate #. then, find the average of # and #. lastly, average the two values obtained: the result of the second step and the result of step #.",ttdf_8f88fd432c9f,flip_sign|midpoint_value|midpoint_value
0,1,0,A_2call_linear_continuation_00,6.0,8,2c21d93a5026,"increase # by # percent, then use the result of that calculation to find the nearest whole number.",ttdf_8ac099ed9122,increase_by_percent|nearest_integer
0,1,2,G_6pcall_linear_long_horizon_00,4.833333333333333,8,c8adafddbf1d,"step one: divide # by #. after that, find the remainder of # divided by that result. after that, round that result down to a whole number. after that, take the reciprocal of that result. after that, d",ttdf_263dd441e6c7,per_unit_value|leftover_after_grouping|round_down_whole|reciprocal_value|per_unit_value|combine_amounts
0,1,3,A_4call_fan_in_variable_pla_00,3.75,10,bf24fd66316a,"compute # minus # as an absolute difference. afterwards, sum # and #, and use the sum in the next step. then, add # and the result of that sum. finally, calculate the result of step # percent of that ",ttdf_e66bdf672840,absolute_difference|add|add|percent_of
0,1,0,G_2call_linear_continuation_03,2.5,8,7a4bf395e24e,"first, find the square of #. then, add # to that result. only report the final value.",ttdf_f172051cb77c,self_product|total_of_pair
0,1,1,G_6pcall_branch_aggregate_tool_catalog_00,6.714285714285714,16,c4a1009da121,"after squaring #, subtract the result from #, divide # by #, subtract # from that result, find the ratio of # to #, calculate the ratio of # to the previous result, and add the result of step #, the r",ttdf_49dd37193126,self_product|reduce_amount|split_evenly|reduce_amount|proportion_between|proportion_between|total_of_three_parts
0,1,1,A_3call_fan_in_tool_catalog_01,2.6666666666666665,15,7d6a0327d239,"first, multiply # by #. next, figure out how many whole minutes are in # seconds. then, find the result of step # as a percent of that result.",ttdf_4c8465251e67,multiply|seconds_to_full_minutes|percentage_value
0,1,3,G_6pcall_fan_in_long_horizon_00,5.833333333333333,10,68a41dbff735,"convert # kilometers to meters, then find the largest whole number of times that # fits into that value. then reduce that result by # percent. then, calculate the average of # and #. then find the rat",ttdf_06442de4a574,meters_from_km|full_groups_of|shrink_by_rate|midpoint_value|proportion_between|exceeds_value
0,1,1,A_6pcall_branch_aggregate_tool_catalog_00,11.428571428571429,16,955e81f2547f,"to start, determine the absolute difference between # and #. afterwards, raise that result by # percent. then, round # to # decimal place. then, reduce that result by # percent, round # to # decimal p",ttdf_32267dc3f1da,absolute_difference|increase_by_percent|round_to_decimals|decrease_by_percent|round_to_decimals|negate|mean_of_three
0,1,1,G_2call_linear_continuation_03,2.5,8,66a063b7d4aa,"begin by counting how many items are in the list #, #, #. then, divide # by the result of that count.",ttdf_118661fed5d0,series_length|per_unit_value
0,1,1,G_5call_linear_long_horizon_00,2.6,8,7da81cc50cef,"first, determine the spread (max minus min) of [#, #, #, #, #, #], then multiply the resulting value by #, then determine the remainder of # divided by that result, then find # percent of the resultin",ttdf_608d3682baf0,series_spread|pairwise_product|leftover_after_grouping|portion_by_rate|trim_precision
0,1,1,G_3call_fan_in_tool_catalog_01,8.333333333333334,17,d503c1c344ac,find the absolute difference between # and #; next round # to # decimal places; finally multiply the result of step # by that result. (unrelated: the office moved in #.),ttdf_5c3ceb338cf1,gap_between|trim_precision|pairwise_product
0,1,0,G_2call_linear_tool_catalog_02,2.5,18,71bf3e3ffa38,"find the #-based position of the largest item in [#, #, #, #, #]; finally compute the ratio of that result to #. what is the final result?",ttdf_319508cf581c,rank_of_peak|proportion_between
0,1,2,G_6pcall_fan_in_long_horizon_00,3.5,12,fa0c2faf4ebb,"first, square #. then, round # to the nearest whole number, and use that result to divide #. use the previous answer to divide # and use the result of step # percent of that result to compute the fina",ttdf_64e95c29f73b,self_product|whole_number_of|per_unit_value|per_unit_value|portion_by_rate|exceeds_value
0,1,1,G_6pcall_fan_in_long_horizon_00,3.1666666666666665,10,fcd4854ba108,a lab notebook lists these measurements. step #: round # up to a whole number. step #: multiply that result by #. step #: increase # by that result percent. step #: increase # by # percent. step #: ad,ttdf_cb645220f1f7,round_up_whole|scale_quantity|grow_by_rate|grow_by_rate|combine_amounts|exceeds_value
0,1,3,A_4call_linear_variable_pla_00,5.0,8,946a4baa1707,a warehouse audit produced these numbers. step #: convert # hours to minutes. step #: average that result and #. step #: decrease that result by # percent. step #: average # and that result.,ttdf_09ac55e07322,hours_to_minutes|average_of_two|decrease_by_percent|average_of_two
0,1,0,G_2call_linear_continuation_03,2.0,9,aacbbc41b892,an engineer checks a report. step #: take the square root of #. step #: subtract that result from #. report only the final value.,ttdf_218958256564,root_extract|remaining_after
0,1,1,G_3call_fan_in_variable_pla_00,3.0,11,c5c1c3d3f36e,"my target is to subtract the value those steps produce from the result of step #, and the way there is: compute how many whole times # fits into #, then convert # minutes to seconds.",ttdf_d9be3672cdab,full_groups_of|seconds_from_minutes|remaining_after
0,1,0,A_3call_fan_in_tool_catalog_01,6.666666666666667,18,37ca23f6a03d,a warehouse audit produced these numbers. step #: take the square root of #. step #: increase # by # percent. step #: compute the ratio of the result of step # to that result. (note: the team has # me,ttdf_9ae0ef4b2e1e,sqrt|increase_by_percent|ratio_of
0,1,0,A_2call_linear_continuation_01,8.0,11,dd57cf543bb4,"first, round # to # decimal place. then, check if that result lies between # and #.",ttdf_56a755006bca,round_to_decimals|is_within_range
0,1,1,A_3call_fan_in_variable_pla_00,3.6666666666666665,11,eac7304db2ee,a lab notebook lists these measurements. step #: increase # by # percent. step #: convert # kilometers to meters. step #: compute the result of step # percent of that result.,ttdf_ac49db15e2a7,increase_by_percent|km_to_meters|percent_of
0,1,2,A_4call_fan_in_variable_pla_00,3.25,10,a5bae8c1df9f,a shop reviews its figures. step #: divide # by #. step #: compute # percent of that result. step #: compute the ratio of # to #. step #: divide the result of step # by that result. what is the final ,ttdf_1a4aba0f1e57,divide|percent_of|ratio_of|divide
0,1,2,G_6pcall_fan_in_long_horizon_00,5.625,11,0faf05b70da6,a hiking club recorded these values. step #: take the square root of #. step #: find the absolute difference between # and #. step #: increase # by that result percent. step #: average # and that resu,ttdf_e24af81cd6f2,root_extract|gap_between|grow_by_rate|midpoint_value|self_product|per_unit_value|gap_between|exceeds_value
0,1,0,G_2call_linear_continuation_04,6.5,12,e2831d43f346,"first, negate #, then, find the absolute difference between # and the result of that",ttdf_4d663f78a593,flip_sign|gap_between
0,1,1,A_6pcall_branch_aggregate_tool_catalog_00,8.0,15,9e5f31df0377,"what i finally need is to average the result of step #, the result of step # and the value those steps produce; the preparation is to round # up to a whole number, then subtract that result from #, th",ttdf_3a32b63a479d,ceiling|difference_of_numbers|square_value|sum_two_numbers|sqrt|mean_of_three
0,1,1,A_2call_linear_continuation_00,3.0,8,50da0a89352d,"calculate the average of # and #, then, use that result to find the nearest whole number. the final value is the rounded number.",ttdf_f65e28b76b32,average_of_two|nearest_integer
0,1,1,G_4call_fan_in_variable_pla_00,1.5,12,6b4f69695651,"first, determine how many times # fits into #. next, convert # kilometers to meters. then, find the absolute difference between the result of step # and the result of the conversions. finally, combine",ttdf_125144b72cb5,full_groups_of|meters_from_km|gap_between|compose_reference_code
